"Country Name,""Country Code"",""Indicator Name"",""Indicator Code"",""1960"",""1961"",""1962"",""1963"",""1964"",""1965"",""1966"",""1967"",""1968"",""1969"",""1970"",""1971"",""1972"",""1973"",""1974"",""1975"",""1976"",""1977"",""1978"",""1979"",""1980"",""1981"",""1982"",""1983"",""1984"",""1985"",""1986"",""1987"",""1988"",""1989"",""1990"",""1991"",""1992"",""1993"",""1994"",""1995"",""1996"",""1997"",""1998"",""1999"",""2000"",""2001"",""2002"",""2003"",""2004"",""2005"",""2006"",""2007"",""2008"",""2009"",""2010"",""2011"",""2012"",""2013"",""2014"",""2015"",""2016"",""2017"",""2018"","
"Denmark,""DNK"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"","""","""","
"Dominican Republic,""DOM"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""80.23"",""81.07"",""81.79"",""82.68"",""83.43"",""84.1"",""84.73"",""85.58"",""86.2"",""86.73"",""87.31"",""87.9"",""88.4"",""88.99"",""89.5"",""89.93"",""90.41"","""","""","
"Algeria,""DZA"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""86.47"",""87.68"",""88.87"",""89.4"",""90.3"",""90.97"",""91.09"",""91.56"",""92.06"",""92.42"",""92.41"",""92.49"",""92.47"",""92.83"",""93.1"",""92.7"",""92.62"","""","""","
"East Asia & Pacific (excluding high income),""EAP"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""39.1825459333271"",""40.3392410085274"",""41.2187362314443"",""42.2860902406039"",""43.1868230391456"",""44.3454220651447"",""45.6909253971589"",""46.8737729069375"",""48.237692847074"",""49.5001272719229"",""50.8345989992015"",""52.0217568712687"",""53.2212862636833"",""54.4267695350464"",""55.3873260121535"",""56.4006193636997"",""57.3201668567576"","""","""","
"Early-demographic dividend,""EAR"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""31.9798343024544"",""33.3332518973209"",""34.4751396407358"",""35.473001138248"",""36.8038840154125"",""37.8993097742183"",""39.2258704789201"",""40.4714656147379"",""41.7040591201717"",""42.7576279863724"",""44.1675937574628"",""45.2466072109377"",""46.395248367332"",""47.493002837163"",""48.4684411486174"",""49.3422713376243"",""50.2762378923818"","""","""","
"East Asia & Pacific,""EAS"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""45.1598863867434"",""46.1834230609394"",""46.9557971772488"",""47.8949132843853"",""48.6838599657156"",""49.7021513412303"",""50.8994420269041"",""51.9495099625318"",""53.1768317309219"",""54.3023790974945"",""55.4961728401462"",""56.5483593168563"",""57.6179484013478"",""58.6906468476531"",""59.542846725316"",""60.4424138419355"",""61.2595967141455"","""","""","
"Europe & Central Asia (excluding high income),""ECA"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""82.4791235343678"",""83.6535050495488"",""84.7592580166198"",""85.7373540182171"",""86.6655971760986"",""87.5372094880548"",""88.3889594262075"",""89.1228228540778"",""89.8516169079059"",""90.4625448135826"",""91.0997253671895"",""91.6519333718778"",""92.1562261081138"",""92.6110494297438"",""93.0788323035305"",""93.475596542703"",""93.8128209476941"","""","""","
"Europe & Central Asia,""ECS"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""92.2950804599769"",""92.8463009179112"",""93.3628404826553"",""93.8173338503671"",""94.2436981341157"",""94.6373644583805"",""95.0194155624629"",""95.3470853652279"",""95.669434938646"",""95.9327197338747"",""96.2004336061565"",""96.4230647327056"",""96.6357853629437"",""96.8260028065002"",""97.0227053687432"",""97.1867395313987"",""97.3246747758293"","""","""","
"Ecuador,""ECU"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""87.18"",""87.89"",""88.85"",""89.75"",""90.29"",""90.83"",""91.62"",""92.1"",""92.57"",""93.09"",""93.57"",""93.99"",""94.39"",""94.73"",""95.02"",""95.24"",""95.58"","""","""","
"Egypt, Arab Rep.,""EGY"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""83.28"",""85.24"",""87.71"",""88.85"",""90.28"",""91.98"",""93.14"",""94"",""94.6"",""95.34"",""95.99"",""96.27"",""96.48"",""96.85"",""97.11"",""97.31"",""97.62"","""","""","
"Euro area,""EMU"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""99.2366245060223"",""99.2974879556949"",""99.3511785336028"",""99.4031743491107"",""99.4486191799895"",""99.4845398763643"",""99.5204140602115"",""99.5501910720692"",""99.5792370261617"",""99.6029864113851"",""99.6238746848114"",""99.6364784089881"",""99.652632463475"",""99.6647315224497"",""99.6765910538113"",""99.6844338616227"",""99.6869870271919"","""","""","
"Eritrea,""ERI"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""6.08"",""6.49"",""7.07"",""7.56"",""7.88"",""8.76"",""9.3"",""9.96"",""10.58"",""11.37"",""12.13"",""12.73"",""13.4"",""14.01"",""14.78"",""15.6"",""16.32"","""","""","
"Spain,""ESP"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"","""","""","
"Estonia,""EST"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""79.41"",""81"",""82.27"",""83.25"",""84.79"",""85.64"",""86.64"",""87.58"",""88.38"",""89.26"",""90.04"",""90.54"",""91.18"",""91.65"",""92.14"",""92.61"",""92.89"","""","""","
"Ethiopia,""ETH"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1.07"",""1.18"",""1.31"",""1.45999999999999"",""1.58"",""1.79"",""1.96"",""2.1"",""2.36"",""2.51"",""2.69"",""2.82"",""3.01"",""3.11"",""3.25"",""3.4"",""3.51"","""","""","
"European Union,""EUU"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""96.9572035495112"",""97.2303279428674"",""97.4700757720273"",""97.6801353458199"",""97.868304723536"",""98.0227621250161"",""98.1743423271477"",""98.3108625790944"",""98.4349538570688"",""98.5339971611152"",""98.6273087362653"",""98.6986031240341"",""98.7705504699548"",""98.8250768638018"",""98.8859899670845"",""98.9342006210463"",""98.9700816496618"","""","""","
"Fragile and conflict affected situations,""FCS"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""19.0684407138494"",""19.6321827157965"",""20.1879336941507"",""20.693143964469"",""21.1766635431463"",""21.7064653741534"",""22.2178650140472"",""22.7218288119068"",""23.2137999750241"",""23.6702258606832"",""24.1470509878701"",""24.5702740895826"",""24.9425816516928"",""25.3743958141218"",""25.7429875290048"",""26.1725046427531"",""26.6895808761024"","""","""","
"Finland,""FIN"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"","""","""","
"Fiji,""FJI"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""31.13"",""31.58"",""32.43"",""32.91"",""33.47"",""33.98"",""34.69"",""35.39"",""35.8"",""36.33"",""36.91"",""37.47"",""37.93"",""38.32"",""38.83"",""39.16"",""39.56"","""","""","
"France,""FRA"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"","""","""","
"Faroe Islands,""FRO"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Micronesia, Fed. Sts.,""FSM"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""10.92"",""11.04"",""11.04"",""11.04"",""11.1"",""11.21"",""11.13"",""11.23"",""11.39"",""11.42"",""11.5"",""11.45"",""11.63"",""11.64"",""11.69"",""11.79"",""11.97"","""","""","
"Gabon,""GAB"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""58.72"",""60.59"",""62.4"",""64.33"",""65.35"",""67.19"",""68.85"",""69.84"",""71.14"",""72.06"",""73.57"",""74.64"",""75.75"",""76.53"",""77.3"",""78.13"",""79.12"","""","""","
"United Kingdom,""GBR"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"","""","""","
"Georgia,""GEO"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""41.19"",""43.74"",""46.15"",""48.62"",""51.27"",""53.61"",""56.49"",""58.89"",""61.46"",""63.75"",""66.26"",""68.57"",""70.47"",""72.26"",""74.35"",""76.36"",""77.79"","""","""","
"Ghana,""GHA"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""5.89"",""6.48"",""7.15"",""7.76"",""8.54"",""9.44"",""10.17"",""11.04"",""12.07"",""13.11"",""14.05"",""15.11"",""16.43"",""17.58"",""18.82"",""20.37"",""21.71"","""","""","
"Gibraltar,""GIB"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Guinea,""GIN"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1.15"",""1.19"",""1.18"",""1.21"",""1.25"",""1.19"",""1.23"",""1.25"",""1.25999999999999"",""1.23"",""1.22"",""1.24"",""1.25999999999999"",""1.23"",""1.25"",""1.24"",""1.24"","""","""","
"Gambia, The,""GMB"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.19"",""3.17"",""3.17"",""3.16"",""3.18000000000001"",""3.15"",""3.19"",""3.14"",""3.16"",""3.22"",""3.18000000000001"",""3.24"",""3.2"",""3.26"",""3.27"",""3.23"",""3.3"","""","""","
"Guinea-Bissau,""GNB"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1.38"",""1.35"",""1.39"",""1.39"",""1.35"",""1.39"",""1.4"",""1.41"",""1.39"",""1.44"",""1.45999999999999"",""1.43"",""1.44"",""1.45999999999999"",""1.5"",""1.45999999999999"",""1.52"","""","""","
"Equatorial Guinea,""GNQ"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""22.97"",""23.27"",""24.33"",""24.82"",""25.71"",""26.39"",""27.12"",""28.23"",""28.83"",""29.64"",""30.58"",""31.1"",""31.51"",""32.97"",""33.75"",""34"",""34.39"","""","""","
"Greece,""GRC"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""88.2"",""89.16"",""89.83"",""90.58"",""91.19"",""91.77"",""92.26"",""92.66"",""92.98"",""93.3"",""93.63"",""93.77"",""93.98"",""94.1"",""94.22"",""94.31"",""94.29"","""","""","
"Grenada,""GRD"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""92.93"",""93.39"",""93.84"",""94.18"",""94.59"",""94.82"",""95.11"",""95.33"",""95.56"",""95.73"",""95.89"",""96.08"",""96.22"",""96.4"",""96.46"",""96.5"",""96.58"","""","""","
"Greenland,""GRL"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Guatemala,""GTM"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""39.34"",""39.75"",""40.11"",""40.71"",""40.94"",""41.56"",""41.93"",""42.35"",""42.8"",""43.19"",""43.42"",""43.94"",""44.24"",""44.46"",""44.88"",""45.06"",""45.23"","""","""","
"Guam,""GUM"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Guyana,""GUY"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""36.33"",""38.72"",""41.52"",""43.89"",""46.48"",""48.99"",""51.81"",""54.33"",""57.03"",""59.48"",""61.85"",""64.31"",""66.38"",""68.64"",""70.79"",""72.59"",""74.48"","""","""","
"High income,""HIC"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""99.0095695022788"",""99.0670587282082"",""99.1167093906506"",""99.1584087813024"",""99.2018960604327"",""99.2272050090619"",""99.2585041012222"",""99.2836262312644"",""99.3129515362486"",""99.3283275042039"",""99.3509729023846"",""99.3572475035872"",""99.3731185003811"",""99.3828769323323"",""99.3903825441876"",""99.3912899803212"",""99.3954101911107"","""","""","
"Hong Kong SAR, China,""HKG"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Honduras,""HND"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""29.93"",""31.66"",""33.44"",""35.23"",""36.93"",""38.43"",""40.04"",""41.46"",""42.9"",""44.28"",""45.59"",""46.89"",""48.31"",""49.51"",""50.68"",""51.87"",""53.1"","""","""","
"Heavily indebted poor countries (HIPC),""HPC"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""6.82152945944249"",""7.04813646240626"",""7.32277869118337"",""7.57569060599182"",""7.84822707300372"",""8.15611433803259"",""8.45116165168536"",""8.74160608017361"",""9.07316434722092"",""9.37776667864953"",""9.73475061122901"",""10.0821419217651"",""10.4416011572183"",""10.8002569045106"",""11.1695242921817"",""11.2632597899733"",""11.6798805223011"","""","""","
"Croatia,""HRV"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""80.41"",""81.68"",""82.85"",""84.03"",""85.07"",""85.77"",""86.93"",""87.55"",""88.48"",""89.18"",""89.91"",""90.54"",""90.91"",""91.33"",""91.96"",""92.28"",""92.7"","""","""","
"Haiti,""HTI"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.22"",""3.29"",""3.33"",""3.34"",""3.46"",""3.54"",""3.56"",""3.59"",""3.75"",""3.8"",""3.86"",""3.92"",""4.01"",""4.1"",""4.17"",""4.27"",""4.34"","""","""","
"Hungary,""HUN"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"","""","""","
"IBRD only,""IBD"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""47.3716356990582"",""48.6499881451121"",""49.6355867123398"",""50.5995170601135"",""51.6340690040029"",""52.6172733741546"",""53.788596141632"",""54.8007762335954"",""55.8744351757015"",""56.7866146253399"",""57.9529967887433"",""58.8851340580262"",""59.8749426616883"",""60.8526195262183"",""61.6631074304287"",""62.4445195679543"",""63.2532075372774"","""","""","
"IDA & IBRD total,""IBT"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""39.8013712311423"",""40.826200794485"",""41.6113908019126"",""42.3762148243205"",""43.202644833375"",""43.9814787713837"",""44.9111559144969"",""45.7156687413612"",""46.5690944578732"",""47.2871220248713"",""48.2110132537402"",""48.9462112749164"",""49.7166926930414"",""50.4779135549136"",""51.1156487083177"",""51.7347394504037"",""52.3760419126891"","""","""","
"IDA total,""IDA"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""12.4612017393967"",""12.9301601541032"",""13.3697858895373"",""13.8083395692376"",""14.2926933003797"",""14.7561607553181"",""15.2622828695648"",""15.7760517583683"",""16.3093146802602"",""16.7986951686052"",""17.3578004843338"",""17.8761834789511"",""18.3581486872469"",""18.8498861319778"",""19.3659633743423"",""19.9106332188273"",""20.4752630280009"","""","""","
"IDA blend,""IDB"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""17.3342686234964"",""18.0639505109282"",""18.6751096113426"",""19.2648679704179"",""19.9913010972411"",""20.564069795534"",""21.2024583951679"",""21.8699694492118"",""22.5419151409204"",""23.1618492186742"",""23.9344031666819"",""24.6844904900279"",""25.4045259475653"",""26.1359299563306"",""26.8951796301865"",""27.6965129283401"",""28.4153108935589"","""","""","
"Indonesia,""IDN"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""5.42"",""6.93"",""9.05"",""11.29"",""14.41"",""18.1"",""21.99"",""26.28"",""31.03"",""35.7"",""40.19"",""43.93"",""47.73"",""51.13"",""54.17"",""56.49"",""58.37"","""","""","
"IDA only,""IDX"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""9.96981757196644"",""10.3084135189289"",""10.6644562944619"",""11.0304126950374"",""11.3955491521392"",""11.8061492792464"",""12.2463247837563"",""12.681713672511"",""13.1427725030346"",""13.5629327489362"",""14.0073884689655"",""14.400925716491"",""14.7565126122642"",""15.1205776794335"",""15.5073003202531"",""15.9165548158831"",""16.3995430534216"","""","""","
"Isle of Man,""IMN"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"India,""IND"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""22.15"",""23.85"",""25.01"",""25.93"",""27.41"",""28.34"",""29.74"",""30.95"",""32.06"",""32.82"",""34.4"",""35.42"",""36.64"",""37.81"",""38.8"",""39.88"",""41.04"","""","""","
"Not classified,""INX"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Ireland,""IRL"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"","""","""","
